Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
0.6932846103386163,2.04261212159065,-0.0785209840513666,-1.36543673662103,0.168824753849976,0.174079572412657,-0.735771019955586,0.087093770062738,-0.199710804154111,0.385311488178152,0.170342598286824,0.768467337450037,0.940082689239028,0.127220004075775,0.623914103940831,0.136875210707129,0.0502339071446411,-0.839238712149718,0.481258721975109,0.085996130705695,-0.224753885159188,0.296079684227786,1.00208131930252,-0.0469251510121597,-0.355073006862863,0.255412246100999,-0.0960402009364502,-0.0166255332146712,-0.0714830643626511,-0.3555697083257249
0.12952243524901044,-1.46531575579616,-1.09337687781209,-0.0597678482279439,1.06478463530602,11.0950886001596,-5.43097128323669,-9.37802517086658,-0.446456139679101,1.99210961400888,1.78592177154007,1.36858453419511,-1.47169658834377,-0.72475884619705,3.44242199594215,-0.957403224855046,-1.62612941891216,1.41821495932655,-1.41791682839858,-1.65176618071699,-1.4576102135585,1.16062328833533,-1.2596968082996,-15.9816491909559,-0.883669935248733,-3.53671623161143,-0.59296488849027,0.675524833181225,0.424849351792902,-0.3558952205437405
-1.7679420168202826,1.29791966303983,-0.0322329293770478,0.351416176310462,-0.109103282435175,-0.0622483202174563,0.264223217552729,-0.517732531089545,-0.0127340760627902,1.4580711187323,-0.370634149116273,1.27188269168693,-1.73051661147302,2.66741870397521,1.44676501306695,-0.103453861014421,1.03807579239039,-0.482637202896537,0.996064301607161,0.383843799508232,0.0197148402638375,-0.0940591979371454,-0.0038161110457218,-0.201735851883005,-0.968252069831465,0.379305717884243,1.0941326520074,-0.0901884341758316,-0.0163418882494383,-0.29473961258405557
-0.7251757256107282,-1.1274533302473,0.977291443191203,2.04529478946047,-0.359763951148306,-0.462452195530493,0.314393691404345,0.159916122075746,-1.56717608000547,0.511653506306268,-0.308626460886994,0.775619726101082,1.20767405615745,-0.214880791396046,-0.648753420586227,-2.27903225458996,-0.277494987066882,-0.161782109172744,-0.14428291591754,-0.0112936508168274,-0.271030702229567,1.43461309802472,-0.217906489466872,-0.0291700482921524,0.570596394404363,0.0300189721418997,0.327593556503053,0.250898338794847,-0.051668963213396,-0.20599684414754674
-1.5773258802256647,1.16175799169587,-0.418262131679704,1.11800185244176,-0.471558728834727,-1.25126194257184,-0.525881445325457,-0.822875925518008,0.085790256539518,3.30465412713542,-1.45629511955981,0.767820392333125,-2.3651150581587,0.0337154138922002,1.63277199110595,0.927658417362136,-0.787892663306328,1.06973215487424,0.0909198549776776,-0.121791167172161,-0.28470685749072,-0.12435927226181,0.0746852410430896,0.0542110359105703,0.322933182073089,0.306367802398013,-0.711841633509894,0.0720344578758608,0.0274630475799701,-0.31142211375735623
0.30316590214684735,0.745153216872909,2.80929887414381,-5.82540635746786,5.83556642595055,0.512319881201007,-0.615622343185995,-2.91657564356736,0.776710041712962,-1.87883185000296,-4.54693575081085,4.69879549591235,-8.50778570734412,0.718249309268122,-7.62871014660448,-2.24957848303647,-2.55866861696795,-5.30462366328046,-0.956938449028105,-0.585321852047277,0.40283675391689,0.284840710005163,-0.874383479410998,-0.0839950451669313,-0.651441658316508,0.454593823671078,0.0503758982755266,0.756952562644727,0.383868938615243,-0.35963861105092015
1.0970698974797783,-2.0642397521399,2.62973923034009,-0.748406253034646,0.694992040498764,0.418177985610222,1.39251973416781,-1.69780121912626,-6.33306461223925,1.72418428025944,-0.887241636246378,-1.59425779202416,-0.338775118165825,-0.978064513351916,-3.68882599540221,-1.48708342266887,0.526946020771924,2.34702289955703,1.69122000470716,-0.736110693106424,-1.42448619962422,6.21551399149032,-1.27690859567394,0.459861127330875,-1.05168547489323,0.209178360382973,-0.319859444506001,0.0154338685560936,-0.0501165001659193,-0.327087389249358
-0.4972449851666114,-0.342648980329777,1.20272934359128,1.31193084273573,0.0533256934462546,0.108323421440739,-0.952545112601291,0.795182837532388,-0.133418243846884,-0.553284186297742,-0.544917191352005,-0.0344360824234474,0.470255952100665,1.15280231679146,-0.635044158968069,0.780312064721025,0.334489028083725,-0.0507367205644284,-0.264760320198594,-0.0990489252332125,0.185451056008076,-0.250421840614869,-0.604327620822525,-0.0210545110128896,0.362252605018947,-0.124635762953241,0.06829044455464,0.251530133812649,0.100656026660643,-0.3346148592909692
-0.7723664858966914,-1.32278906321956,1.55276821126964,-2.27692070362638,2.99211739124618,-1.94706392017319,-0.480288250384527,-1.36238752318047,0.953242226598613,-2.32962885992389,-3.39355348115172,3.1284396921776,-3.57039373078107,-0.595198191474463,-3.98841505479623,0.995905842419722,-2.84378455855144,-4.82624611607161,-0.703883464864473,2.15221455770756,0.988493486888991,0.614968996752659,-0.195199717277462,0.590711261700839,-0.233377663885038,-0.164285286785183,-0.27749787053455,0.428610084734921,0.246393746180351,0.7389651247518029
-1.6364775293302032,1.08837493830851,0.898474023721059,0.394684329076182,3.17025757451452,0.17573879687403,-0.221980885195245,-0.0229887284923858,-0.0108735366656839,0.860043617194172,-0.592472935320844,1.07272839973578,-2.54755681422931,1.23595005675711,-0.330305803751441,-1.02235437464957,0.335642172519614,2.29899822072815,-0.1620962094812,-1.53270721248432,-0.217358192249005,-0.423553904215867,-0.800852284805578,0.0776144554303444,0.167608452574198,0.350181817443194,-0.118940929478619,0.0129477659306532,0.0542542721018558,-0.34421746972243006
